date,lat,long,network,net,activity,town_name
2017-08-10,40.77689,0.51465,Orange,,in vehicle,Tortosa
2017-08-10,42.00668,2.19619,Movistar,,tilting,Santa Cecília de Voltregà
2017-08-10,41.6706,2.16512,Jazztel,,tilting,Caldes de Montbui
2017-08-10,41.79184,1.77873,Movistar,,in vehicle,Callús
2017-08-10,41.78506,1.78836,Movistar,,in vehicle,Callús
2017-08-10,41.61346,2.42119,Movistar,,in vehicle,Dosrius
2017-08-10,41.7651,1.79084,Movistar,,in vehicle,Sant Joan de Vilatorrada
2017-08-10,41.74157,1.80828,Movistar,,in vehicle,Sant Joan de Vilatorrada
2017-08-10,42.00281,0.72901,Movistar,,in vehicle,Àger
2017-08-10,41.38325,2.0766,Vodafone,,on foot,Sant Just Desvern
2017-08-10,41.38352,2.07113,Vodafone,,tilting,Sant Just Desvern
2017-08-10,41.38359,2.07135,Vodafone,,tilting,Sant Just Desvern
2017-08-10,41.38317,2.07401,Vodafone,,tilting,Sant Just Desvern
2017-08-10,41.38309,2.07605,Vodafone,,tilting,Sant Just Desvern
2017-08-10,41.38318,2.07078,Vodafone,,in vehicle,Sant Just Desvern
2017-08-10,41.87447,2.60871,Vodafone,,in vehicle,Santa Coloma de Farners
2017-08-10,42.32025,2.88195,,2G,tilting,Boadella i les Escaules
2017-08-10,42.32124,2.8834,,2G,in vehicle,Boadella i les Escaules
2017-08-10,41.80154,2.21906,Movistar,2G,still,Centelles
2017-08-10,41.80143,2.22066,Movistar,2G,still,Centelles
2017-08-10,41.80141,2.21925,Movistar,2G,still,Centelles
2017-08-10,41.80163,2.21942,Movistar,2G,still,Centelles
2017-08-10,41.80136,2.21935,Movistar,2G,still,Centelles
2017-08-10,41.80139,2.21953,Movistar,2G,still,Centelles
2017-08-10,41.80106,2.21923,Movistar,2G,still,Centelles
2017-08-10,41.80161,2.21929,Movistar,2G,tilting,Centelles
2017-08-10,41.79783,2.22112,Movistar,2G,tilting,Centelles
2017-08-10,41.80108,2.21984,Movistar,2G,tilting,Centelles
2017-08-10,41.47744,1.93722,Movistar,2G,tilting,Martorell
2017-08-10,42.24654,1.97499,Movistar,2G,tilting,la Pobla de Lillet
2017-08-10,41.80889,2.98476,Movistar,2G,tilting,Santa Cristina d'Aro
2017-08-10,41.80884,2.98539,Movistar,2G,tilting,Santa Cristina d'Aro
2017-08-10,41.80869,2.98503,Movistar,2G,tilting,Santa Cristina d'Aro
2017-08-10,41.80871,2.98486,Movistar,2G,tilting,Santa Cristina d'Aro
2017-08-10,41.80887,2.98506,Movistar,2G,tilting,Santa Cristina d'Aro
2017-08-10,41.59642,1.74598,Movistar,2G,in vehicle,el Bruc
2017-08-10,41.44691,1.99274,Movistar,2G,in vehicle,Castellbisbal
2017-08-10,41.30428,1.61281,Movistar,2G,in vehicle,Castellet i la Gornal
2017-08-10,41.46973,1.94889,Movistar,2G,in vehicle,Martorell
2017-08-10,41.62616,1.42781,Movistar,2G,in vehicle,Montmaneu
2017-08-10,41.45161,1.97587,Movistar,2G,in vehicle,Sant Andreu de la Barca
2017-08-10,41.33073,1.66655,Movistar,2G,in vehicle,Santa Margarida i els Monjos
2017-08-10,42.32072,2.88263,,3G,tilting,Boadella i les Escaules
2017-08-10,42.31779,2.89758,,3G,in vehicle,Boadella i les Escaules
2017-08-10,42.31741,2.89019,,3G,in vehicle,Boadella i les Escaules
2017-08-10,41.18716,1.56928,LlamaYA,3G,tilting,Calafell
2017-08-10,41.18731,1.56907,LlamaYA,3G,tilting,Calafell
2017-08-10,41.75353,1.89799,Movistar,3G,still,Navarcles
2017-08-10,41.80888,2.98518,Movistar,3G,still,Santa Cristina d'Aro
2017-08-10,41.80868,2.98518,Movistar,3G,still,Santa Cristina d'Aro
2017-08-10,41.80861,2.985,Movistar,3G,still,Santa Cristina d'Aro
2017-08-10,41.75148,1.90139,Movistar,3G,on foot,Navarcles
2017-08-10,42.24258,3.03638,Movistar,3G,tilting,Fortià
2017-08-10,41.80911,2.9849,Movistar,3G,tilting,Santa Cristina d'Aro
2017-08-10,41.80868,2.98484,Movistar,3G,tilting,Santa Cristina d'Aro
2017-08-10,41.75369,1.89786,Movistar,3G,in vehicle,Navarcles
2017-08-10,41.75335,1.89757,Movistar,3G,in vehicle,Navarcles
2017-08-10,41.75107,1.90108,Movistar,3G,in vehicle,Navarcles
2017-08-10,41.75177,1.90197,Movistar,3G,in vehicle,Navarcles
2017-08-10,42.32052,2.88199,Movistar,3G,in vehicle,Boadella i les Escaules
2017-08-10,42.31749,2.88832,Movistar,3G,in vehicle,Boadella i les Escaules
2017-08-10,42.31995,2.88244,Movistar,3G,in vehicle,Boadella i les Escaules
2017-08-10,42.01294,2.2424,Movistar,3G,still,Sant Hipòlit de Voltregà
2017-08-10,42.01278,2.24257,Movistar,3G,tilting,Sant Hipòlit de Voltregà
2017-08-10,42.0132,2.24219,Movistar,3G,tilting,Sant Hipòlit de Voltregà
2017-08-10,42.01307,2.24239,Movistar,3G,unknown,Sant Hipòlit de Voltregà
2017-08-10,41.51871,1.218,Eroski Movil,3G,on foot,Passanant i Belltall
2017-08-10,41.21564,1.13805,Orange,4G,tilting,la Selva del Camp
2017-08-10,41.21559,1.13818,Orange,4G,tilting,la Selva del Camp
2017-08-10,41.21571,1.1379,Orange,4G,tilting,la Selva del Camp
2017-08-10,41.21558,1.13828,Orange,4G,unknown,la Selva del Camp
2017-08-10,41.21543,1.13802,Orange,4G,in vehicle,la Selva del Camp
2017-08-10,41.82263,1.89487,Orange,4G,unknown,Sallent
2017-08-10,42.06052,1.84737,Movistar,4G,still,Avià
2017-08-10,41.60905,2.08657,Movistar,4G,still,Castellar del Vallès
2017-08-10,41.61028,2.0868,Movistar,4G,still,Castellar del Vallès
2017-08-10,41.61052,2.08648,Movistar,4G,still,Castellar del Vallès
2017-08-10,41.61049,2.08659,Movistar,4G,still,Castellar del Vallès
2017-08-10,41.6106,2.0867,Movistar,4G,still,Castellar del Vallès
2017-08-10,41.60895,2.08672,Movistar,4G,still,Castellar del Vallès
2017-08-10,41.19906,1.59655,Movistar,4G,still,Calafell
2017-08-10,41.19843,1.59684,Movistar,4G,still,Calafell
2017-08-10,41.19958,1.59682,Movistar,4G,still,Calafell
2017-08-10,41.19884,1.59656,Movistar,4G,still,Calafell
2017-08-10,41.19882,1.59652,Movistar,4G,still,Calafell
2017-08-10,41.19875,1.59678,Movistar,4G,still,Calafell
2017-08-10,41.56059,2.10138,Movistar,4G,on foot,Sabadell
2017-08-10,42.06062,1.84721,Movistar,4G,tilting,Avià
2017-08-10,42.06072,1.84742,Movistar,4G,tilting,Avià
2017-08-10,42.06078,1.84723,Movistar,4G,tilting,Avià
2017-08-10,42.06081,1.84713,Movistar,4G,tilting,Avià
2017-08-10,42.06078,1.8475,Movistar,4G,tilting,Avià
2017-08-10,42.06106,1.84746,Movistar,4G,tilting,Avià
2017-08-10,41.19927,1.59715,Movistar,4G,tilting,Calafell
2017-08-10,41.19891,1.59659,Movistar,4G,tilting,Calafell
2017-08-10,41.19887,1.59651,Movistar,4G,tilting,Calafell
2017-08-10,41.19878,1.59679,Movistar,4G,tilting,Calafell
2017-08-10,41.19771,1.5965,Movistar,4G,tilting,Calafell
2017-08-10,41.19883,1.5965,Movistar,4G,tilting,Calafell
2017-08-10,41.19845,1.597,Movistar,4G,tilting,Calafell
2017-08-10,41.1993,1.59647,Movistar,4G,tilting,Calafell
2017-08-10,41.60914,2.08639,Movistar,4G,unknown,Castellar del Vallès
2017-08-10,41.52258,1.88906,Movistar,4G,in vehicle,Abrera
2017-08-10,41.61015,2.0867,Movistar,4G,in vehicle,Castellar del Vallès
2017-08-10,41.61036,2.08677,Movistar,4G,in vehicle,Castellar del Vallès
2017-08-10,41.61048,2.08672,Movistar,4G,in vehicle,Castellar del Vallès
2017-08-10,41.60847,2.08649,Movistar,4G,in vehicle,Castellar del Vallès
2017-08-10,41.45788,1.98146,Movistar,4G,in vehicle,Castellbisbal
2017-08-10,41.66606,1.83286,Movistar,4G,in vehicle,Castellgalí
2017-08-10,41.56304,1.81772,Movistar,4G,in vehicle,Collbató
2017-08-10,41.53759,1.86859,Movistar,4G,in vehicle,Esparreguera
2017-08-10,41.38082,2.09567,Movistar,4G,in vehicle,Esplugues de Llobregat
2017-08-10,41.38065,2.09402,Movistar,4G,in vehicle,Esplugues de Llobregat
2017-08-10,41.6164,1.51907,Movistar,4G,in vehicle,Jorba
2017-08-10,41.46812,1.91237,Movistar,4G,in vehicle,Martorell
2017-08-10,41.59174,1.601,Movistar,4G,in vehicle,Òdena
2017-08-10,41.57953,1.64251,Movistar,4G,in vehicle,Òdena
2017-08-10,41.59293,1.65012,Movistar,4G,in vehicle,Òdena
2017-08-10,41.39015,2.02589,Movistar,4G,in vehicle,Sant Feliu de Llobregat
2017-08-10,41.38438,2.02224,Movistar,4G,in vehicle,Sant Vicenç dels Horts
2017-08-10,41.67589,1.26973,Movistar,4G,in vehicle,Cervera
2017-08-10,41.68277,1.2491,Movistar,4G,in vehicle,Cervera
2017-08-10,41.66601,1.28631,Movistar,4G,in vehicle,Cervera
2017-08-10,41.62951,1.35815,Movistar,4G,in vehicle,Ribera d'Ondara
2017-08-10,41.19843,1.59684,Movistar,4G,in vehicle,Calafell
2017-08-10,41.48295,2.3231,Movistar,4G,still,el Masnou
2017-08-10,41.67572,2.22736,Vodafone,4G,tilting,Bigues i Riells
2017-08-10,41.67549,2.22705,Vodafone,4G,tilting,Bigues i Riells
2017-08-10,41.67525,2.22713,Vodafone,4G,unknown,Bigues i Riells
2017-08-10,41.94175,1.77865,Movistar,,unknown,Viver i Serrateix
2017-08-10,41.64224,2.70405,Movistar,2G,still,Santa Susanna
2017-08-10,41.64224,2.70405,Movistar,2G,still,Santa Susanna
2017-08-10,42.26581,3.01901,Movistar,2G,still,Vila-sacra
2017-08-10,41.75141,1.90128,Movistar,2G,tilting,Navarcles
2017-08-10,41.18712,1.56904,LlamaYA,3G,still,Calafell
2017-08-10,41.75357,1.89809,Movistar,3G,tilting,Navarcles
2017-08-10,41.37049,2.01899,Movistar,4G,still,Santa Coloma de Cervelló
2017-08-10,42.44389,2.02038,ETICOM SC,,in vehicle,
2017-08-10,42.4385,1.98799,ETICOM SC,,in vehicle,
2017-08-10,42.43903,0.70071,Vodafone,,in vehicle,
2017-08-10,42.33865,3.20354,Movistar,2G,tilting,
2017-08-10,41.67417,2.79748,Movistar,2G,in vehicle,
2017-08-10,41.67469,2.79764,Movistar,3G,still,
2017-08-10,42.439,0.70078,Vodafone,3G,still,
2017-08-10,41.20086,1.67987,Movistar,4G,on foot,
2017-08-10,41.67537,2.79727,Movistar,2G,still,
2017-08-10,41.67543,2.80034,Movistar,2G,still,
2017-08-10,41.67567,2.80034,Movistar,2G,still,
2017-08-10,41.67537,2.79727,Movistar,2G,still,
2017-08-10,41.67354,2.79635,Movistar,2G,still,
2017-08-10,41.67537,2.79727,Movistar,2G,still,
2017-08-10,41.67403,2.79688,Movistar,2G,still,
2017-08-10,41.67552,2.80041,Movistar,2G,still,
2017-08-10,41.67388,2.79705,Movistar,2G,on foot,
2017-08-10,41.67381,2.7969,Movistar,2G,on foot,
2017-08-10,41.67555,2.80061,Movistar,2G,on foot,
2017-08-10,41.67537,2.79727,Movistar,2G,on foot,
2017-08-10,41.67388,2.79705,Movistar,2G,on foot,
2017-08-10,41.67567,2.7976,Movistar,2G,on foot,
2017-08-10,41.67543,2.80034,Movistar,2G,on foot,
2017-08-10,41.67547,2.80068,Movistar,2G,on foot,
2017-08-10,41.67461,2.79799,Movistar,2G,on foot,
2017-08-10,41.67404,2.79688,Movistar,2G,on foot,
2017-08-10,41.67365,2.79654,Movistar,2G,on foot,
2017-08-10,41.67403,2.79688,Movistar,2G,tilting,
2017-08-10,41.67501,2.79608,Movistar,2G,tilting,
2017-08-10,41.67495,2.79595,Movistar,2G,tilting,
2017-08-10,41.67431,2.79547,Movistar,2G,tilting,
2017-08-10,41.67574,2.7982,Movistar,2G,tilting,
2017-08-10,41.67398,2.79688,Movistar,2G,tilting,
2017-08-10,41.67388,2.79705,Movistar,2G,tilting,
2017-08-10,41.67405,2.79547,Movistar,2G,tilting,
2017-08-10,41.67424,2.79546,Movistar,2G,tilting,
2017-08-10,41.67403,2.79688,Movistar,2G,tilting,
2017-08-10,41.67423,2.79548,Movistar,2G,tilting,
2017-08-10,41.67388,2.79705,Movistar,2G,unknown,
2017-08-10,41.67461,2.79801,Movistar,2G,unknown,
2017-08-10,41.67638,2.7987,Movistar,2G,unknown,
2017-08-10,41.67409,2.79679,Movistar,2G,unknown,
2017-08-10,41.67537,2.79727,Movistar,2G,unknown,
2017-08-10,41.67403,2.79688,Movistar,2G,unknown,
2017-08-10,41.67404,2.79688,Movistar,2G,unknown,
2017-08-10,41.67398,2.79688,Movistar,2G,in vehicle,
2017-08-10,41.67409,2.79679,Movistar,2G,in vehicle,
2017-08-10,41.67537,2.79727,Movistar,2G,in vehicle,
2017-08-10,41.67424,2.79544,Movistar,2G,in vehicle,
2017-08-10,42.43885,0.70036,Vodafone,2G,still,
2017-08-10,41.67354,2.79635,Movistar,3G,still,
2017-08-10,41.67403,2.79688,Movistar,3G,still,
2017-08-10,41.67424,2.79551,Movistar,3G,still,
2017-08-10,41.67537,2.79727,Movistar,3G,still,
2017-08-10,41.67453,2.79809,Movistar,3G,still,
2017-08-10,41.67354,2.79635,Movistar,3G,still,
2017-08-10,41.67354,2.79635,Movistar,3G,still,
2017-08-10,41.67354,2.79635,Movistar,3G,still,
2017-08-10,41.67427,2.79662,Movistar,3G,still,
2017-08-10,41.67461,2.79801,Movistar,3G,still,
2017-08-10,41.67354,2.79635,Movistar,3G,still,
2017-08-10,41.67365,2.79654,Movistar,3G,still,
2017-08-10,41.67424,2.79548,Movistar,3G,still,
2017-08-10,41.67427,2.79662,Movistar,3G,still,
2017-08-10,41.67404,2.7967,Movistar,3G,still,
2017-08-10,41.67461,2.79801,Movistar,3G,still,
2017-08-10,41.67428,2.7955,Movistar,3G,still,
2017-08-10,41.67354,2.79635,Movistar,3G,still,
2017-08-10,41.67591,2.79835,Movistar,3G,still,
2017-08-10,41.67619,2.79879,Movistar,3G,still,
2017-08-10,41.67427,2.79552,Movistar,3G,still,
2017-08-10,41.67582,2.79733,Movistar,3G,still,
2017-08-10,41.67425,2.79548,Movistar,3G,still,
2017-08-10,41.67403,2.79688,Movistar,3G,still,
2017-08-10,41.67403,2.79688,Movistar,3G,still,
2017-08-10,41.67354,2.79635,Movistar,3G,tilting,
2017-08-10,41.67478,2.79672,Movistar,3G,tilting,
2017-08-10,41.67461,2.79801,Movistar,3G,tilting,
2017-08-10,41.67537,2.79727,Movistar,3G,tilting,
2017-08-10,41.67591,2.80001,Movistar,3G,tilting,
2017-08-10,41.67537,2.79727,Movistar,3G,tilting,
2017-08-10,41.67506,2.79866,Movistar,3G,unknown,
2017-08-10,41.67628,2.79914,Movistar,3G,unknown,
2017-08-10,41.67354,2.79635,Movistar,3G,unknown,
2017-08-10,41.93319,2.2453,Movistar,3G,tilting,Vic
2017-08-10,41.92395,2.25336,Orange,3G,still,Vic
2017-08-10,41.92416,2.2538,Orange,4G,still,Vic
2017-08-10,41.92397,2.25334,Orange,4G,tilting,Vic
2017-08-10,42.17367,2.47578,Orange,3G,still,Olot
2017-08-10,42.17368,2.47599,Orange,3G,still,Olot
2017-08-10,42.17355,2.4762,Orange,3G,still,Olot
2017-08-10,42.17363,2.47561,Orange,3G,still,Olot
2017-08-10,42.17373,2.47607,Orange,3G,still,Olot
2017-08-10,42.17372,2.47606,Orange,3G,unknown,Olot
2017-08-10,42.17376,2.47612,Orange,3G,unknown,Olot
2017-08-10,42.17357,2.47591,Orange,3G,unknown,Olot
2017-08-10,42.17374,2.4759,Orange,3G,in vehicle,Olot
2017-08-10,42.16941,2.47524,Orange,4G,still,Olot
2017-08-10,42.16941,2.47524,Orange,4G,still,Olot
2017-08-10,42.1692,2.4754,Orange,4G,on foot,Olot
2017-08-10,42.16936,2.4756,Orange,4G,on foot,Olot
2017-08-10,42.16957,2.47531,Orange,4G,unknown,Olot
2017-08-10,42.16952,2.47544,Orange,4G,unknown,Olot
2017-08-10,42.16939,2.47532,Orange,4G,unknown,Olot
2017-08-10,42.18282,2.49657,Movistar,4G,still,Olot
2017-08-10,42.182,2.49672,Movistar,4G,still,Olot
2017-08-10,42.18222,2.4965,Movistar,4G,unknown,Olot
2017-08-10,42.18236,2.49648,Movistar,4G,unknown,Olot
2017-08-10,41.14846,1.09887,Movistar,2G,still,Reus
2017-08-10,41.14845,1.09926,Movistar,2G,still,Reus
2017-08-10,41.14844,1.09923,Movistar,2G,still,Reus
2017-08-10,41.14847,1.09886,Movistar,2G,still,Reus
2017-08-10,41.67271,2.79091,Movistar,,on foot,Blanes
2017-08-10,41.67514,2.7917,Movistar,2G,tilting,Blanes
2017-08-10,41.67576,2.79623,Movistar,2G,still,Blanes
2017-08-10,41.6765,2.79801,Movistar,2G,on foot,Blanes
2017-08-10,41.67554,2.79657,Movistar,2G,on foot,Blanes
2017-08-10,41.67548,2.79513,Movistar,2G,on foot,Blanes
2017-08-10,41.67541,2.79647,Movistar,2G,on foot,Blanes
2017-08-10,41.67488,2.79792,Movistar,2G,on foot,Blanes
2017-08-10,41.67632,2.7989,Movistar,2G,tilting,Blanes
2017-08-10,41.67541,2.79542,Movistar,2G,tilting,Blanes
2017-08-10,41.6752,2.79526,Movistar,2G,unknown,Blanes
2017-08-10,41.67523,2.79507,Movistar,2G,unknown,Blanes
2017-08-10,41.67556,2.79653,Movistar,2G,in vehicle,Blanes
2017-08-10,41.67513,2.79818,Movistar,3G,still,Blanes
2017-08-10,41.67655,2.79856,Movistar,3G,still,Blanes
2017-08-10,41.67513,2.79447,Movistar,3G,on foot,Blanes
2017-08-10,41.67548,2.7968,Movistar,3G,tilting,Blanes
2017-08-10,41.67567,2.79597,Movistar,3G,tilting,Blanes
2017-08-10,41.67568,2.79653,Movistar,3G,tilting,Blanes
2017-08-10,41.6754,2.79534,Movistar,3G,tilting,Blanes
2017-08-10,41.67513,2.79818,Movistar,3G,in vehicle,Blanes
2017-08-10,41.67636,2.79904,Movistar,3G,in vehicle,Blanes
2017-08-10,41.96913,2.82248,Vodafone,4G,still,Girona
2017-08-10,41.97604,2.81819,Vodafone,4G,still,Girona
2017-08-10,41.96928,2.82261,Vodafone,4G,tilting,Girona
2017-08-10,41.96919,2.82318,Vodafone,4G,tilting,Girona
2017-08-10,41.96614,2.80502,Vodafone,4G,tilting,Girona
2017-08-10,41.65404,1.57754,Movistar,,in vehicle,Rubió
2017-08-10,41.65572,1.56854,Movistar,,in vehicle,Rubió
2017-08-10,41.83135,1.7503,Movistar,,still,Súria
2017-08-10,41.83018,1.75193,Movistar,,tilting,Súria
2017-08-10,41.81204,1.76145,Movistar,,in vehicle,Súria
2017-08-10,41.82368,1.76134,Movistar,,in vehicle,Súria
2017-08-10,41.82409,1.76108,Movistar,,in vehicle,Súria
2017-08-10,41.8315,1.75038,Movistar,,in vehicle,Súria
2017-08-10,41.83021,1.75238,Movistar,,in vehicle,Súria
2017-08-10,41.83094,1.75425,Movistar,4G,on foot,Súria
2017-08-10,41.83034,1.75454,Movistar,4G,tilting,Súria
2017-08-10,41.83179,1.75013,Movistar,4G,tilting,Súria
2017-08-10,41.83123,1.74986,Movistar,4G,tilting,Súria
2017-08-10,41.83151,1.74935,Movistar,4G,tilting,Súria
2017-08-10,41.83025,1.75362,Movistar,4G,in vehicle,Súria
2017-08-10,41.83128,1.75024,Movistar,4G,still,Súria
2017-08-10,41.83062,1.75072,Movistar,4G,still,Súria
2017-08-10,40.70738,0.57989,Orange,3G,still,Amposta
2017-08-10,40.70929,0.57986,Orange,3G,on foot,Amposta
2017-08-10,40.70873,0.57816,Orange,4G,on foot,Amposta
2017-08-10,40.70893,0.57878,Orange,4G,on foot,Amposta
2017-08-10,40.70732,0.57988,Orange,4G,unknown,Amposta
2017-08-10,41.73425,1.82675,Movistar,,tilting,Manresa
2017-08-10,41.72511,1.8472,Movistar,,tilting,Manresa
2017-08-10,41.72155,1.8474,Movistar,,tilting,Manresa
2017-08-10,41.72439,1.84827,Movistar,,tilting,Manresa
2017-08-10,41.74134,1.84881,Movistar,,in vehicle,Manresa
2017-08-10,41.73991,1.80845,Movistar,,in vehicle,Manresa
2017-08-10,41.72589,1.84778,Movistar,,in vehicle,Manresa
2017-08-10,41.72174,1.84748,Movistar,,in vehicle,Manresa
2017-08-10,41.73041,1.82061,Vodafone,4G,tilting,Manresa
2017-08-10,41.73062,1.82027,Vodafone,4G,tilting,Manresa
2017-08-10,41.73061,1.82009,Vodafone,4G,still,Manresa
2017-08-10,41.72798,1.82407,Vodafone,4G,on foot,Manresa
2017-08-10,41.7288,1.82344,Vodafone,4G,on foot,Manresa
2017-08-10,41.73062,1.82009,Vodafone,4G,tilting,Manresa
2017-08-10,41.72837,1.82379,Vodafone,4G,in vehicle,Manresa
2017-08-10,41.52838,2.43392,Vodafone,4G,still,Mataró
2017-08-10,41.52839,2.43414,Vodafone,4G,tilting,Mataró
2017-08-10,41.52814,2.43423,Vodafone,4G,in vehicle,Mataró
2017-08-10,41.54356,2.43966,Movistar,4G,still,Mataró
2017-08-10,41.54343,2.43985,Movistar,4G,still,Mataró
2017-08-10,41.54352,2.43969,Movistar,4G,still,Mataró
2017-08-10,41.03968,0.73096,Movistar,4G,still,Tivissa
2017-08-10,41.03948,0.73119,Movistar,4G,still,Tivissa
2017-08-10,41.04007,0.73116,Movistar,4G,still,Tivissa
2017-08-10,41.03973,0.73061,Movistar,4G,still,Tivissa
2017-08-10,41.03998,0.73113,Movistar,4G,still,Tivissa
2017-08-10,41.03939,0.73113,Movistar,4G,still,Tivissa
2017-08-10,41.03959,0.73128,Movistar,4G,still,Tivissa
2017-08-10,41.03982,0.73089,Movistar,4G,still,Tivissa
2017-08-10,41.04169,0.7387,Movistar,4G,still,Tivissa
2017-08-10,41.0397,0.73078,Movistar,4G,still,Tivissa
2017-08-10,41.03966,0.73112,Movistar,4G,still,Tivissa
2017-08-10,41.0396,0.73112,Movistar,4G,still,Tivissa
2017-08-10,41.03943,0.73118,Movistar,4G,still,Tivissa
2017-08-10,41.03967,0.7312,Movistar,4G,still,Tivissa
2017-08-10,41.0399,0.73149,Movistar,4G,still,Tivissa
2017-08-10,41.03951,0.73143,Movistar,4G,still,Tivissa
2017-08-10,41.03945,0.73122,Movistar,4G,still,Tivissa
2017-08-10,41.03962,0.73127,Movistar,4G,tilting,Tivissa
2017-08-10,41.03962,0.73125,Movistar,4G,tilting,Tivissa
2017-08-10,41.03996,0.73114,Movistar,4G,tilting,Tivissa
2017-08-10,41.04003,0.7302,Movistar,4G,tilting,Tivissa
2017-08-10,41.03982,0.7307,Movistar,4G,tilting,Tivissa
2017-08-10,41.03967,0.73096,Movistar,4G,tilting,Tivissa
2017-08-10,41.03975,0.7311,Movistar,4G,tilting,Tivissa
2017-08-10,41.04031,0.7311,Movistar,4G,tilting,Tivissa
2017-08-10,41.03924,0.73086,Movistar,4G,tilting,Tivissa
2017-08-10,41.03974,0.73082,Movistar,4G,tilting,Tivissa
2017-08-10,41.04153,0.73847,Movistar,4G,tilting,Tivissa
2017-08-10,41.03967,0.7312,Movistar,4G,tilting,Tivissa
2017-08-10,41.0397,0.73127,Movistar,4G,tilting,Tivissa
2017-08-10,41.03991,0.7313,Movistar,4G,tilting,Tivissa
2017-08-10,41.03945,0.73153,Movistar,4G,tilting,Tivissa
2017-08-10,41.03998,0.73129,Movistar,4G,tilting,Tivissa
2017-08-10,41.03972,0.73106,Movistar,4G,unknown,Tivissa
2017-08-10,41.03961,0.73138,Movistar,4G,unknown,Tivissa
2017-08-10,41.03958,0.73096,Movistar,4G,in vehicle,Tivissa
2017-08-10,41.03982,0.731,Movistar,4G,in vehicle,Tivissa
2017-08-10,41.03979,0.73108,Movistar,4G,in vehicle,Tivissa
2017-08-10,41.03963,0.73089,Movistar,4G,in vehicle,Tivissa
2017-08-10,41.03976,0.73102,Movistar,4G,tilting,Tivissa
2017-08-10,41.44772,2.24405,Jazztel,3G,on foot,Badalona
2017-08-10,41.44802,2.24453,Jazztel,3G,tilting,Badalona
2017-08-10,41.44765,2.24434,Jazztel,3G,tilting,Badalona
2017-08-10,41.44765,2.24422,Jazztel,3G,tilting,Badalona
2017-08-10,41.44778,2.24389,Jazztel,3G,tilting,Badalona
2017-08-10,41.44774,2.24385,Jazztel,3G,in vehicle,Badalona
2017-08-10,41.45843,2.24216,Orange,4G,on foot,Badalona
2017-08-10,41.45861,2.24275,Orange,4G,on foot,Badalona
2017-08-10,41.45475,2.22483,Vodafone,4G,on foot,Badalona
2017-08-10,41.45573,2.23773,Vodafone,4G,tilting,Badalona
2017-08-10,41.63798,2.3627,Movistar,2G,still,Cardedeu
2017-08-10,41.63777,2.36334,Movistar,4G,tilting,Cardedeu
2017-08-10,41.63783,2.36303,Movistar,4G,unknown,Cardedeu
2017-08-10,41.64126,2.3586,Vodafone,4G,still,Cardedeu
2017-08-10,41.64112,2.35882,Vodafone,4G,still,Cardedeu
2017-08-10,41.64138,2.35889,Vodafone,4G,still,Cardedeu
2017-08-10,41.64114,2.35925,Vodafone,4G,still,Cardedeu
2017-08-10,41.64099,2.35861,Vodafone,4G,tilting,Cardedeu
2017-08-10,41.64118,2.35892,Vodafone,4G,tilting,Cardedeu
2017-08-10,41.64107,2.35881,Vodafone,4G,tilting,Cardedeu
2017-08-10,41.64115,2.35883,Vodafone,4G,tilting,Cardedeu
2017-08-10,41.64135,2.35868,Vodafone,4G,unknown,Cardedeu
2017-08-10,41.64136,2.35852,Vodafone,4G,unknown,Cardedeu
2017-08-10,41.64144,2.35891,Vodafone,4G,unknown,Cardedeu
2017-08-10,41.64103,2.3588,Vodafone,4G,unknown,Cardedeu
2017-08-10,41.64111,2.35908,Vodafone,4G,unknown,Cardedeu
2017-08-10,41.64138,2.35906,Vodafone,4G,unknown,Cardedeu
2017-08-10,41.64082,2.35816,Vodafone,4G,in vehicle,Cardedeu
2017-08-10,41.6411,2.35886,Vodafone,4G,still,Cardedeu
2017-08-10,41.64108,2.35889,Vodafone,4G,still,Cardedeu
2017-08-10,41.64108,2.35889,Vodafone,4G,still,Cardedeu
2017-08-10,41.64108,2.35889,Vodafone,4G,still,Cardedeu
2017-08-10,41.64171,2.35726,Vodafone,4G,still,Cardedeu
2017-08-10,41.20073,1.67748,Movistar,4G,still,Cubelles
2017-08-10,41.2008,1.67771,Movistar,4G,still,Cubelles
2017-08-10,41.20087,1.67809,Movistar,4G,still,Cubelles
2017-08-10,41.20098,1.67796,Movistar,4G,still,Cubelles
2017-08-10,41.20131,1.68017,Movistar,4G,on foot,Cubelles
2017-08-10,41.20091,1.67808,Movistar,4G,tilting,Cubelles
2017-08-10,41.20119,1.67972,Movistar,4G,tilting,Cubelles
2017-08-10,41.20119,1.67969,Movistar,4G,tilting,Cubelles
2017-08-10,41.2007,1.67778,Movistar,4G,tilting,Cubelles
2017-08-10,41.20111,1.67987,Movistar,4G,tilting,Cubelles
2017-08-10,41.20077,1.67783,Movistar,4G,tilting,Cubelles
2017-08-10,41.20106,1.67733,Movistar,4G,unknown,Cubelles
2017-08-10,41.20094,1.67788,Movistar,4G,in vehicle,Cubelles
2017-08-10,41.75441,2.39964,Vodafone,4G,tilting,Montseny
2017-08-10,41.65386,1.13971,Jazztel,4G,on foot,Tàrrega
2017-08-10,41.65355,1.13996,Jazztel,4G,on foot,Tàrrega
2017-08-10,41.65342,1.14052,Jazztel,4G,on foot,Tàrrega
2017-08-10,41.65397,1.13976,Jazztel,4G,tilting,Tàrrega
